timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-21T15:36:10,GNNTARnet,83ef2576-db33-4ff2-80d5-99ad27aaea2c,99.8916540145874,0.0012895091076734,1.2909077544007022e-05,52.5,83.30072386234495,11.731249809265137,0.0014567462364832,0.0017460522301739,0.0003254922538899,0.0035282907205472,Germany,DEU,baden-wurttemberg,,,Linux-5.15.0-94-generic-x86_64-with-glibc2.31,3.10.13,2.3.2,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2060 SUPER,8.6879,49.4071,31.28333282470703,machine,N,1.0
2024-02-21T15:36:49,GNNTARnet,973bfa77-9c72-444b-8477-6c395c35fb72,28.313559532165527,0.0003654935511301604,1.2908781416725177e-05,52.5,60.472682600720255,11.731249809265137,0.0004129040668408076,0.0004948828959061569,9.22583236326445e-05,0.001000045286379609,Germany,DEU,baden-wurttemberg,,,Linux-5.15.0-94-generic-x86_64-with-glibc2.31,3.10.13,2.3.2,16,AMD Ryzen 7 3800X 8-Core Processor,1,1 x NVIDIA GeForce RTX 2060 SUPER,8.6879,49.4071,31.28333282470703,machine,N,1.0
